algorithm	alpha	beta	k	q	valid_precision@10	valid_hit@10	valid_mrr@10	valid_ndcg@10	valid_map@10	valid_itemcoverage@10	valid_averagepopularity@10	valid_tailpercentage@10	test_precision@10	test_hit@10	test_mrr@10	test_ndcg@10	test_map@10	test_itemcoverage@10	test_averagepopularity@10	test_tailpercentage@10	embedding_size	epochs	regularization	learning_rate	n_layers	reg_weight	gamma	ii_neighbor_num	initial_weight	lambda	negative_num	negative_weight	w1	w2	w3	w4	drop_ratio	ssl_tau	ssl_weight	eps	layer_cl	temperature
sgl					0.0633	0.3723	0.157	0.0964	0.0494	0.1399	44.9222	0.0129	0.1323	0.5401	0.297	0.1708	0.103	0.143	44.305	0.0126	64.0	100.0		0.005	4.0	1e-05											0.2	0.2	0.005			
sgl					0.0185	0.1375	0.0521	0.0303	0.0148	0.1348	31.5733	0.1583	0.0321	0.2166	0.0878	0.0417	0.0181	0.1392	28.4757	0.2051	64.0	100.0		0.0001	4.0	1e-05											0.2	0.2	0.1			
sgl					0.0166	0.1248	0.0496	0.0278	0.0139	0.1425	31.1537	0.1317	0.0281	0.1966	0.0858	0.0383	0.0167	0.1519	28.7546	0.1461	64.0	100.0		0.0001	4.0	1e-05											0.2	0.2	1.0			
sgl					0.0409	0.2397	0.1089	0.0628	0.0314	0.0779	46.1154	0.0188	0.0788	0.4198	0.1996	0.0999	0.05	0.0374	93.8035	0.0012	64.0	100.0		0.001	4.0	1e-05											0.2	0.2	0.005			
sgl					0.0707	0.3978	0.1865	0.1151	0.0633	0.155	35.4044	0.013	0.135	0.5429	0.2965	0.1727	0.1057	0.1621	33.9412	0.0126	64.0	100.0		0.005	4.0	1e-05											0.2	0.2	0.1			
sgl					0.0707	0.3978	0.1865	0.1151	0.0633	0.155	35.4044	0.013	0.135	0.5429	0.2965	0.1727	0.1057	0.1621	33.9412	0.0126	64.0	100.0		0.005	4.0	0.0001											0.2	0.2	0.1			
sgl					0.0621	0.3674	0.1647	0.0965	0.05	0.1164	44.2818	0.006	0.1273	0.5372	0.2872	0.1633	0.0974	0.1194	43.7381	0.0069	64.0	100.0		0.001	1.0	0.0001											0.2	0.5	0.1			
sgl					0.0249	0.1709	0.0738	0.0403	0.0196	0.0918	62.2655	0.0519	0.0467	0.2443	0.117	0.0594	0.0302	0.0753	48.4086	0.2067	64.0	100.0		0.0001	4.0	0.0001											0.5	1.0	0.1			
sgl					0.0656	0.3713	0.1653	0.1027	0.0553	0.1448	39.0195	0.0131	0.1273	0.5038	0.2716	0.1613	0.0987	0.1526	35.0953	0.0167	64.0	100.0		0.005	2.0	0.0001											0.0	0.2	0.1			
sgl					0.0151	0.1159	0.0449	0.025	0.0122	0.1409	25.9974	0.1522	0.0169	0.1116	0.0507	0.0199	0.0082	0.1244	7.7137	0.5305	64.0	100.0		0.001	4.0	0.0001											0.2	0.2	0.1			
sgl					0.0376	0.224	0.1002	0.0565	0.0288	0.1184	50.4254	0.0505	0.0735	0.3435	0.1618	0.0898	0.0501	0.1205	50.0249	0.0514	64.0	100.0		0.0001	1.0	0.0001											0.4	0.5	0.1			
sgl					0.0613	0.3752	0.154	0.0937	0.0472	0.1376	40.8187	0.0134	0.1249	0.5363	0.2843	0.1612	0.0952	0.1405	40.0798	0.0135	64.0	100.0		0.005	4.0	0.0001											0.1	1.0	0.1			
sgl					0.0668	0.39	0.1864	0.1096	0.0598	0.1439	36.41	0.0069	0.1303	0.5239	0.2863	0.1663	0.1007	0.1531	34.3217	0.0081	64.0	100.0		0.005	2.0	1e-06											0.2	0.2	0.1			
sgl					0.02	0.1365	0.0586	0.0342	0.0178	0.1463	19.8038	0.1441	0.0369	0.1918	0.0949	0.0443	0.0221	0.1689	7.8906	0.3335	64.0	100.0		0.001	4.0	0.0001											0.5	0.2	0.1			
sgl					0.0603	0.3654	0.1541	0.0939	0.0486	0.1161	44.2187	0.0068	0.1188	0.501	0.2568	0.1505	0.0892	0.1337	39.9292	0.0101	64.0	100.0		0.005	1.0	1e-06											0.0	0.5	0.1			
sgl					0.0316	0.2132	0.0932	0.0485	0.0232	0.0372	78.9968	0.0014	0.0552	0.3034	0.1484	0.0721	0.0364	0.0219	107.4319	0.0004	64.0	100.0		0.0001	4.0	0.0001											0.2	1.0	0.01			
sgl					0.0681	0.39	0.1783	0.1082	0.0586	0.1436	37.498	0.0103	0.1292	0.5239	0.2777	0.1638	0.0995	0.1531	34.8421	0.0103	64.0	100.0		0.005	2.0	0.0001											0.1	0.2	0.1			
sgl					0.0662	0.3713	0.1731	0.1084	0.0594	0.1606	33.5651	0.0168	0.1226	0.5038	0.2697	0.1574	0.0952	0.1641	31.8678	0.0168	64.0	100.0		0.01	4.0	1e-06											0.2	0.2	0.1			
sgl					0.0552	0.3418	0.1399	0.0815	0.0392	0.0841	65.8026	0.0028	0.1092	0.5143	0.2549	0.1395	0.0752	0.0864	65.4643	0.0028	64.0	100.0		0.001	1.0	0.0001											0.4	0.5	0.005			
sgl					0.063	0.3625	0.1519	0.0985	0.0529	0.1835	25.81	0.0196	0.121	0.4876	0.2693	0.1547	0.0927	0.1876	25.6037	0.0199	64.0	100.0		0.005	4.0	0.0001											0.5	0.2	1.0			
sgl					0.0609	0.3566	0.1504	0.091	0.0462	0.1465	36.4149	0.0119	0.1268	0.5258	0.2763	0.1586	0.0943	0.1585	34.268	0.0159	64.0	100.0		0.005	2.0	1e-06											0.2	1.0	0.5			
sgl					0.0649	0.3674	0.1573	0.1008	0.0533	0.149	39.3712	0.0173	0.1255	0.5057	0.2826	0.1628	0.099	0.1557	36.7767	0.0177	64.0	100.0		0.01	4.0	0.0001											0.0	0.2	0.01			
sgl					0.0353	0.2141	0.0967	0.0546	0.0276	0.0931	60.7307	0.0492	0.0697	0.3454	0.1705	0.0877	0.0479	0.0938	60.1871	0.0511	64.0	100.0		0.0001	1.0	1e-05											0.1	0.5	0.1			
sgl					0.0707	0.3978	0.1865	0.1151	0.0633	0.155	35.4044	0.013	0.135	0.5429	0.2965	0.1727	0.1057	0.1621	33.9412	0.0126	64.0	100.0		0.005	4.0	1e-06											0.2	0.2	0.1			
sgl					0.0602	0.3635	0.1567	0.0917	0.0462	0.1125	52.1978	0.0056	0.1219	0.5277	0.2758	0.1574	0.0918	0.122	48.5045	0.0059	64.0	100.0		0.005	2.0	1e-06											0.5	1.0	0.005			
sgl					0.0142	0.113	0.0471	0.0235	0.0112	0.1518	16.4459	0.1543	0.012	0.0792	0.0358	0.0138	0.0056	0.1155	4.6139	0.5098	64.0	100.0		0.005	4.0	1e-06											0.2	0.2	0.5			
sgl					0.0135	0.1031	0.0435	0.0219	0.0105	0.1637	12.8262	0.1279	0.0177	0.126	0.0528	0.0208	0.0085	0.179	4.7168	0.2748	64.0	100.0		0.005	4.0	1e-06											0.4	0.2	1.0			
sgl					0.0649	0.3674	0.1573	0.1008	0.0533	0.149	39.3712	0.0173	0.1255	0.5057	0.2826	0.1628	0.099	0.1557	36.7767	0.0177	64.0	100.0		0.01	4.0	1e-06											0.0	0.2	0.01			
sgl					0.0696	0.3919	0.1803	0.1113	0.0608	0.154	37.1223	0.0176	0.137	0.5315	0.2913	0.1742	0.1075	0.1604	34.9642	0.0184	64.0	100.0		0.005	4.0	1e-06											0.1	0.2	0.1			
sgl					0.0108	0.0855	0.0328	0.0174	0.0078	0.159	19.6763	0.0825	0.015	0.105	0.0415	0.0187	0.0077	0.1624	10.5873	0.148	64.0	100.0		0.001	1.0	1e-06											0.2	0.2	0.5			
sgl					0.0645	0.3772	0.1621	0.0989	0.0511	0.1561	35.8391	0.0157	0.1338	0.5458	0.2948	0.1699	0.1019	0.1591	35.2399	0.0157	64.0	100.0		0.005	4.0	1e-06											0.2	0.5	0.1			
sgl					0.0156	0.1257	0.0499	0.0245	0.0109	0.1506	31.2433	0.0272	0.0259	0.1842	0.0669	0.0325	0.0132	0.1605	31.7412	0.0264	64.0	100.0		0.0001	4.0	1e-06											0.4	0.1	1.0			
sgl					0.0605	0.3585	0.1623	0.0973	0.051	0.1353	41.3337	0.0076	0.1198	0.5105	0.271	0.1546	0.092	0.1437	38.6516	0.0096	64.0	100.0		0.01	2.0	1e-06											0.2	0.2	0.005			
sgl					0.0594	0.3576	0.1601	0.0905	0.0447	0.1065	55.9228	0.0034	0.124	0.542	0.2816	0.1594	0.0918	0.1182	52.144	0.0046	64.0	100.0		0.005	4.0	1e-05											0.5	1.0	0.01			
sgl					0.0693	0.3841	0.1697	0.1087	0.0593	0.1571	36.4312	0.0202	0.1322	0.5048	0.2817	0.1683	0.1047	0.1588	34.5089	0.0219	64.0	100.0		0.005	4.0	1e-06											0.0	0.2	0.1			
sgl					0.0155	0.1189	0.048	0.0261	0.0128	0.1503	24.7183	0.0902	0.0214	0.1307	0.0591	0.0271	0.0126	0.1423	9.2165	0.4635	64.0	100.0		0.001	3.0	1e-06											0.2	0.2	0.1			
sgl					0.0646	0.3802	0.1697	0.1055	0.058	0.1192	44.4612	0.0051	0.117	0.5153	0.2815	0.1543	0.0904	0.1172	41.8935	0.0042	64.0	100.0		0.005	4.0	1e-06											0.2	0.1	0.1			
sgl					0.0488	0.2908	0.1366	0.0827	0.0453	0.1469	32.8762	0.0138	0.0903	0.4179	0.2156	0.1186	0.0653	0.125	35.6748	0.0166	64.0	100.0		0.005	1.0	1e-06											0.1	0.2	0.5			
sgl					0.0259	0.165	0.075	0.0436	0.0227	0.1488	26.0366	0.2008	0.0534	0.2786	0.1255	0.0674	0.0355	0.1522	25.9749	0.1966	64.0	100.0		0.0001	4.0	1e-06											0.2	0.5	1.0			
sgl					0.0585	0.3536	0.1515	0.0897	0.0458	0.1198	42.1225	0.0093	0.1196	0.5029	0.2604	0.1505	0.0879	0.1418	37.2371	0.011	64.0	100.0		0.01	2.0	0.0001											0.4	1.0	0.1			
sgl					0.0632	0.3654	0.1583	0.0949	0.0481	0.126	47.6219	0.0062	0.131	0.5382	0.2963	0.1712	0.1035	0.1371	43.9307	0.0078	64.0	100.0		0.005	3.0	0.0001											0.5	0.2	0.005			
sgl					0.0623	0.3782	0.1633	0.0954	0.0479	0.0964	58.8639	0.0038	0.1318	0.5534	0.2959	0.1684	0.0991	0.0992	58.3104	0.0041	64.0	100.0		0.001	4.0	1e-05											0.0	0.1	0.01			
sgl					0.0632	0.3644	0.1629	0.1004	0.0535	0.1235	42.4848	0.0074	0.1157	0.5029	0.2646	0.1492	0.0876	0.1276	38.0639	0.0065	64.0	100.0		0.005	1.0	1e-05											0.2	0.2	0.1			
sgl					0.0297	0.1788	0.0781	0.0469	0.0247	0.1147	24.9402	0.3892	0.0631	0.2548	0.1257	0.0752	0.0461	0.1095	19.5426	0.4818	64.0	100.0		0.0001	4.0	0.0001											0.2	0.5	0.1			
sgl					0.0122	0.1012	0.0391	0.0204	0.0094	0.1517	15.3387	0.173	0.0125	0.0906	0.0415	0.0158	0.0065	0.1059	7.0781	0.4736	64.0	100.0		0.005	4.0	0.0001											0.1	0.2	0.5			
sgl					0.06	0.3527	0.1437	0.0923	0.0474	0.1458	38.7595	0.014	0.1247	0.5258	0.2748	0.1587	0.0939	0.1513	37.2409	0.0142	64.0	100.0		0.01	3.0	1e-06											0.2	1.0	0.1			
sgl					0.0566	0.3222	0.1447	0.0896	0.0482	0.1739	28.7234	0.0119	0.1029	0.4637	0.2451	0.1329	0.0767	0.1658	30.6863	0.006	64.0	100.0		0.005	2.0	1e-06											0.3	0.2	1.0			
xsimgcl					0.0648	0.3821	0.1788	0.1081	0.0594	0.1336	41.5571	0.0169	0.1147	0.4552	0.2582	0.1525	0.0962	0.1403	32.6567	0.0339	64.0	100.0		0.01	4.0	1e-05				0.1										0.2	4.0	0.1
xsimgcl					0.0205	0.1375	0.0641	0.0374	0.021	0.1525	5.2117	0.1793	0.0331	0.1803	0.101	0.0482	0.0265	0.1605	3.8215	0.209	64.0	100.0		0.0001	4.0	1e-05				0.2										0.1	2.0	0.2
xsimgcl					0.0645	0.391	0.1653	0.1006	0.0519	0.109	44.7032	0.0078	0.1334	0.563	0.3096	0.1744	0.1043	0.1118	44.011	0.0081	64.0	100.0		0.001	3.0	0.0001				0.05										0.5	2.0	0.2
xsimgcl					0.0017	0.0157	0.0067	0.0028	0.0012	0.0836	1.5735	0.2208	0.0024	0.021	0.0076	0.003	0.0012	0.0953	1.6953	0.205	64.0	100.0		0.0001	4.0	1e-06				1.0										0.01	3.0	0.1
xsimgcl					0.0359	0.2544	0.0965	0.0521	0.0229	0.0259	81.45	0.0007	0.0612	0.3502	0.1632	0.0794	0.0386	0.0152	111.6292	0.0008	64.0	100.0		0.0001	4.0	0.0001				0.01										0.05	1.0	0.05
xsimgcl					0.0502	0.331	0.1349	0.0765	0.0371	0.0484	73.8337	0.0001	0.1031	0.4866	0.246	0.1327	0.0719	0.0501	73.3201	0.0002	64.0	100.0		0.0001	2.0	1e-06				0.05										0.1	2.0	0.05
xsimgcl					0.0605	0.3556	0.1604	0.0988	0.0533	0.0962	54.474	0.0028	0.1255	0.5248	0.2774	0.1625	0.0972	0.0982	54.2451	0.0029	64.0	100.0		0.01	2.0	1e-06				0.01										0.0	4.0	0.05
xsimgcl					0.0445	0.2741	0.1215	0.0715	0.0371	0.0906	57.2767	0.0104	0.0845	0.4361	0.2081	0.1091	0.0555	0.0383	88.9648	0.0016	64.0	100.0		0.01	1.0	1e-05				1.0										0.05	2.0	0.05
xsimgcl					0.0548	0.3212	0.1561	0.0908	0.0485	0.0683	64.3218	0.0013	0.1148	0.501	0.2615	0.1497	0.0875	0.0713	62.4059	0.0017	64.0	100.0		0.01	1.0	0.0001				0.1										0.2	4.0	0.05
xsimgcl					0.0526	0.3016	0.1323	0.088	0.0488	0.1444	32.8223	0.0209	0.1025	0.4256	0.2439	0.14	0.0867	0.1469	32.2971	0.0213	64.0	100.0		0.001	2.0	0.0001				0.2										0.1	2.0	0.1
xsimgcl					0.0017	0.0147	0.0085	0.0038	0.0022	0.0926	1.7706	0.2046	0.0022	0.0191	0.0088	0.0038	0.0016	0.1034	1.8698	0.2099	64.0	100.0		0.0001	4.0	0.0001				0.2										0.05	2.0	0.1
xsimgcl					0.0604	0.3507	0.1553	0.0944	0.0494	0.0801	59.5139	0.0017	0.126	0.5286	0.2938	0.1646	0.0971	0.0867	58.0983	0.0027	64.0	100.0		0.005	1.0	0.0001				0.01										0.01	2.0	0.05
xsimgcl					0.06	0.3428	0.1597	0.0986	0.054	0.1209	41.8317	0.012	0.1205	0.4819	0.2807	0.1616	0.101	0.1181	38.9999	0.0124	64.0	100.0		0.005	2.0	1e-06				0.2										0.1	3.0	0.1
xsimgcl					0.0533	0.2947	0.1421	0.0869	0.0478	0.076	43.9834	0.0058	0.0768	0.4418	0.1962	0.0978	0.0463	0.0239	95.6582	0.001	64.0	100.0		0.001	2.0	0.0001				0.05										0.5	3.0	0.05
xsimgcl					0.0656	0.3861	0.174	0.1078	0.0582	0.0756	62.3414	0.0026	0.1203	0.5048	0.2817	0.1591	0.095	0.0875	53.2034	0.0064	64.0	100.0		0.005	2.0	0.0001				0.1										0.5	2.0	0.05
xsimgcl					0.0513	0.332	0.1344	0.0786	0.0377	0.0686	69.0294	0.0086	0.1047	0.5191	0.2607	0.136	0.0712	0.0704	68.3137	0.0084	64.0	100.0		0.005	4.0	1e-06				0.5										0.05	1.0	0.05
xsimgcl					0.0578	0.3566	0.1521	0.0874	0.0431	0.0652	68.6102	0.0009	0.1219	0.541	0.2911	0.1595	0.0913	0.0677	68.1796	0.0014	64.0	100.0		0.001	4.0	0.0001				0.01										0.05	2.0	0.05
xsimgcl					0.0032	0.0285	0.0124	0.0064	0.0034	0.1084	2.6266	0.1621	0.0023	0.021	0.0093	0.0039	0.0018	0.1164	2.3528	0.1516	64.0	100.0		0.0001	2.0	0.0001				0.2										0.05	2.0	0.1
xsimgcl					0.0176	0.1405	0.0624	0.0313	0.0156	0.1963	6.6759	0.0603	0.0331	0.1956	0.1005	0.0452	0.0231	0.1939	5.6438	0.0349	64.0	100.0		0.0001	2.0	0.0001				0.05										0.1	1.0	0.1
xsimgcl					0.0576	0.3389	0.1457	0.093	0.0498	0.0719	58.3126	0.0059	0.1056	0.438	0.2325	0.1365	0.083	0.0694	50.693	0.0065	64.0	100.0		0.01	1.0	0.0001				0.1										0.1	1.0	0.1
xsimgcl					0.0682	0.3969	0.1744	0.1086	0.0574	0.1413	34.7192	0.0195	0.1339	0.5296	0.3021	0.1762	0.109	0.1449	33.1828	0.0213	64.0	100.0		0.005	3.0	1e-05				0.1										0.2	4.0	0.2
xsimgcl					0.0651	0.3733	0.179	0.1086	0.06	0.1441	33.86	0.0227	0.126	0.5029	0.2808	0.1659	0.1031	0.1472	30.7217	0.0224	64.0	100.0		0.01	3.0	1e-05				0.1										0.2	4.0	0.2
xsimgcl					0.0376	0.223	0.1097	0.0645	0.0355	0.1865	10.4809	0.1262	0.0504	0.27	0.1344	0.0664	0.0349	0.2267	6.7033	0.0703	64.0	100.0		0.01	3.0	1e-05				0.5										0.2	4.0	0.2
xsimgcl					0.0636	0.3733	0.1682	0.1049	0.0573	0.1385	35.9845	0.0172	0.1257	0.5048	0.2801	0.1651	0.1034	0.1383	32.8014	0.0179	64.0	100.0		0.01	3.0	1e-05				0.1										0.0	4.0	0.2
xsimgcl					0.0446	0.2623	0.121	0.0714	0.0382	0.1662	15.6941	0.0946	0.0464	0.249	0.1324	0.0641	0.0348	0.2254	5.2352	0.0947	64.0	100.0		0.005	3.0	1e-05				0.5										0.2	4.0	0.2
xsimgcl					0.0426	0.2525	0.1171	0.0694	0.0372	0.1581	15.6543	0.1	0.0438	0.2261	0.1244	0.0619	0.0348	0.2138	5.0777	0.1081	64.0	100.0		0.005	3.0	1e-05				1.0										0.2	4.0	0.2
xsimgcl					0.0601	0.3409	0.1621	0.1003	0.0558	0.1334	39.0435	0.0183	0.1257	0.5057	0.2849	0.1649	0.1008	0.1357	37.6232	0.0189	64.0	100.0		0.005	3.0	1e-05				0.1										0.0	4.0	0.2
xsimgcl					0.0667	0.3782	0.174	0.1081	0.0585	0.1491	33.0505	0.0272	0.13	0.5191	0.2971	0.1725	0.1075	0.1499	30.812	0.0271	64.0	100.0		0.005	3.0	1e-05				0.1										0.01	3.0	0.2
xsimgcl					0.0191	0.1277	0.0562	0.0286	0.0137	0.1372	4.9623	0.1209	0.0282	0.1517	0.0669	0.0327	0.0164	0.1839	6.0539	0.0766	64.0	100.0		0.001	3.0	1e-05				0.5										0.5	3.0	0.2
xsimgcl					0.0688	0.3949	0.1874	0.1142	0.0623	0.1442	37.734	0.0194	0.1354	0.5286	0.2999	0.1762	0.1097	0.1473	34.5962	0.0205	64.0	100.0		0.005	3.0	1e-06				0.1										0.01	1.0	0.2
xsimgcl					0.0655	0.3811	0.1707	0.105	0.0566	0.1044	45.3713	0.0061	0.1308	0.5086	0.2742	0.1667	0.1032	0.1026	43.5749	0.0048	64.0	100.0		0.005	1.0	1e-06				0.05										0.01	1.0	0.2
xsimgcl					0.0548	0.3497	0.1466	0.0815	0.0391	0.0767	64.5418	0.0038	0.1117	0.5258	0.2652	0.1425	0.0777	0.0798	63.6268	0.0047	64.0	100.0		0.001	4.0	1e-06				0.01										0.01	1.0	0.2
xsimgcl					0.0042	0.0354	0.0228	0.0112	0.0067	0.1051	2.2124	0.2505	0.0013	0.0124	0.0037	0.0015	0.0005	0.0692	1.4429	0.3932	64.0	100.0		0.005	3.0	1e-06				1.0										0.01	1.0	0.2
xsimgcl					0.0005	0.0039	0.001	0.0006	0.0002	0.1039	2.5841	0.1537	0.001	0.0086	0.0021	0.0009	0.0003	0.1053	2.4008	0.1739	64.0	100.0		0.0001	1.0	1e-06				0.1										0.01	1.0	0.2
xsimgcl					0.0682	0.388	0.1795	0.1101	0.0592	0.1488	37.1105	0.025	0.1331	0.5315	0.2937	0.1736	0.1072	0.1511	35.0177	0.0271	64.0	100.0		0.005	3.0	1e-06				0.1										0.0	1.0	0.2
xsimgcl					0.0016	0.0147	0.0063	0.0028	0.0014	0.0827	1.5113	0.2313	0.0007	0.0067	0.0024	0.0008	0.0003	0.0734	1.4967	0.2654	64.0	100.0		0.0001	4.0	1e-06				0.2										0.0	1.0	0.1
xsimgcl					0.0006	0.0059	0.0014	0.0008	0.0003	0.083	1.4596	0.2323	0.0	0.0	0.0	0.0	0.0	0.0167	1.0441	0.6302	64.0	100.0		0.001	3.0	1e-06				0.05										0.0	1.0	0.2
xsimgcl					0.0646	0.3703	0.1706	0.1046	0.0565	0.1161	46.0536	0.0051	0.1278	0.5296	0.2914	0.1656	0.1005	0.1192	45.3281	0.0061	64.0	100.0		0.005	1.0	1e-06				0.01										0.0	1.0	0.2
xsimgcl					0.0005	0.0039	0.0007	0.0005	0.0001	0.1178	1.8863	0.2184	0.0005	0.0048	0.0009	0.0004	0.0001	0.1005	2.4589	0.4861	64.0	100.0		0.005	3.0	1e-06				1.0										0.0	1.0	0.1
xsimgcl					0.0549	0.3428	0.151	0.0886	0.0455	0.0868	63.9518	0.0085	0.1198	0.542	0.2818	0.1539	0.085	0.0887	63.6223	0.0091	64.0	100.0		0.01	4.0	1e-06				0.1										0.01	1.0	0.05
xsimgcl					0.0693	0.4047	0.1822	0.1138	0.0618	0.1296	37.7579	0.0093	0.1412	0.5544	0.3097	0.1829	0.1142	0.1349	35.8264	0.0102	64.0	100.0		0.001	2.0	1e-06				0.2										0.5	1.0	0.2
xsimgcl					0.0491	0.2819	0.1314	0.0819	0.0453	0.0836	34.6118	0.0044	0.0717	0.4208	0.1862	0.0913	0.0425	0.0302	65.7399	0.0005	64.0	100.0		0.001	2.0	0.0001				0.2										0.5	3.0	0.05
xsimgcl					0.0674	0.391	0.181	0.1118	0.0619	0.1208	43.0187	0.0028	0.1412	0.5611	0.3114	0.1823	0.1113	0.1097	49.8906	0.0045	64.0	100.0		0.001	2.0	1e-06				0.2										0.5	1.0	0.1
xsimgcl					0.0567	0.3487	0.1531	0.0929	0.049	0.056	73.1685	0.0009	0.1232	0.5324	0.2791	0.1593	0.0924	0.0582	72.4855	0.001	64.0	100.0		0.001	2.0	0.0001				0.2										0.5	1.0	0.05
xsimgcl					0.062	0.3644	0.1653	0.1046	0.0586	0.1358	38.3751	0.0157	0.1193	0.4704	0.2686	0.158	0.0993	0.1297	37.8088	0.0171	64.0	100.0		0.001	2.0	0.0001				0.2										0.5	2.0	0.1
xsimgcl					0.044	0.2672	0.1204	0.0734	0.0398	0.1804	13.9308	0.052	0.0536	0.2805	0.1571	0.0739	0.0401	0.2344	6.3224	0.0691	64.0	100.0		0.001	2.0	1e-06				0.2										0.1	3.0	0.2
xsimgcl					0.0262	0.2053	0.0888	0.0443	0.0215	0.0914	31.2959	0.0283	0.0527	0.3034	0.1365	0.068	0.0336	0.0475	41.0454	0.0028	64.0	100.0		0.0001	2.0	1e-06				0.01										0.01	1.0	0.05
xsimgcl					0.0228	0.1473	0.0667	0.0416	0.0237	0.1353	12.5401	0.0688	0.0335	0.1966	0.1133	0.0515	0.0283	0.1745	8.4923	0.0598	64.0	100.0		0.001	1.0	0.0001				0.5										0.05	2.0	0.2
xsimgcl					0.0669	0.3802	0.1764	0.11	0.0605	0.0928	56.603	0.0044	0.1184	0.501	0.2708	0.155	0.095	0.1011	48.2179	0.0084	64.0	100.0		0.01	2.0	0.0001				0.05										0.5	1.0	0.1
xsimgcl					0.0092	0.0747	0.0309	0.017	0.0086	0.1151	3.0848	0.1847	0.0142	0.1097	0.0537	0.0227	0.0111	0.1178	2.7405	0.1901	64.0	100.0		0.0001	4.0	1e-06				0.2										0.01	1.0	0.2
xsimgcl					0.0324	0.2308	0.1035	0.0558	0.0286	0.0877	29.2896	0.0055	0.0655	0.3655	0.1683	0.0828	0.0407	0.0561	36.4275	0.0016	64.0	100.0		0.001	2.0	1e-06				0.5										0.1	3.0	0.05
xsimgcl					0.0532	0.3055	0.1398	0.0827	0.0427	0.0714	46.0295	0.0028	0.0915	0.459	0.2248	0.1162	0.0607	0.0407	83.5159	0.0029	64.0	100.0		0.001	1.0	0.0001				0.01										0.05	2.0	0.2
xsimgcl					0.0689	0.391	0.1795	0.1126	0.0617	0.1227	41.2219	0.0119	0.126	0.5153	0.2726	0.1626	0.0995	0.1312	36.2955	0.016	64.0	100.0		0.01	2.0	0.0001				0.05										0.5	1.0	0.2
xsimgcl					0.0014	0.0138	0.006	0.0026	0.0013	0.0835	1.5576	0.2271	0.0025	0.0239	0.0088	0.0037	0.0015	0.081	1.8216	0.2326	64.0	100.0		0.0001	4.0	1e-06				1.0										0.01	1.0	0.1
xsimgcl					0.0635	0.3782	0.172	0.0997	0.0518	0.1357	38.4278	0.0136	0.1355	0.5372	0.278	0.1665	0.1006	0.1377	37.8589	0.0137	64.0	100.0		0.001	2.0	1e-06				0.2										0.5	3.0	0.2
xsimgcl					0.0669	0.3802	0.1748	0.1098	0.0604	0.1081	41.7974	0.0081	0.1269	0.5029	0.2811	0.1654	0.1031	0.1021	38.2661	0.0091	64.0	100.0		0.01	1.0	0.0001				0.2										0.1	2.0	0.2
xsimgcl					0.0363	0.2348	0.0964	0.0566	0.0278	0.0265	96.0004	0.0038	0.0725	0.3635	0.1717	0.0915	0.0476	0.0267	95.1397	0.0037	64.0	100.0		0.001	2.0	1e-06				0.5										0.05	1.0	0.05
xsimgcl					0.0092	0.0756	0.031	0.0171	0.0087	0.1162	3.1776	0.1798	0.0146	0.1107	0.0545	0.0232	0.0114	0.1185	2.9076	0.1774	64.0	100.0		0.0001	4.0	0.0001				1.0										0.01	1.0	0.2
xsimgcl					0.0707	0.4067	0.1831	0.1145	0.062	0.1202	42.5195	0.0075	0.1432	0.5677	0.31	0.1846	0.1142	0.1288	39.7822	0.0081	64.0	100.0		0.001	2.0	1e-06				0.1										0.5	1.0	0.2
xsimgcl					0.0691	0.4018	0.1805	0.1128	0.0619	0.1373	38.7174	0.0139	0.1369	0.5458	0.3016	0.1777	0.1114	0.1414	35.4267	0.0133	64.0	100.0		0.005	2.0	1e-06				0.1										0.01	1.0	0.2
xsimgcl					0.0694	0.3919	0.1783	0.1115	0.0607	0.1293	40.8202	0.0114	0.1461	0.5782	0.3084	0.1864	0.1148	0.1324	40.0773	0.0116	64.0	100.0		0.001	3.0	1e-06				0.1										0.5	1.0	0.2
xsimgcl					0.0659	0.3811	0.1786	0.1095	0.06	0.143	33.911	0.0272	0.1302	0.5105	0.2897	0.171	0.1065	0.1466	31.2518	0.0285	64.0	100.0		0.005	3.0	0.0001				0.1										0.1	3.0	0.2
xsimgcl					0.0684	0.3949	0.1783	0.1138	0.0632	0.1505	34.5204	0.0192	0.1205	0.4781	0.2727	0.1591	0.0999	0.1541	29.8535	0.0261	64.0	100.0		0.01	2.0	1e-06				0.1										0.05	2.0	0.2
xsimgcl					0.0659	0.3851	0.177	0.11	0.0604	0.1004	42.8106	0.0064	0.1293	0.5115	0.28	0.1672	0.1035	0.0982	39.3491	0.0068	64.0	100.0		0.01	1.0	1e-06				0.1										0.05	2.0	0.2
xsimgcl					0.0587	0.3527	0.1606	0.1011	0.0557	0.1334	39.1622	0.0269	0.1073	0.437	0.2503	0.1449	0.0908	0.1316	35.4039	0.0304	64.0	100.0		0.01	3.0	1e-06				0.1										0.05	2.0	0.1
xsimgcl					0.0692	0.387	0.1796	0.1141	0.0629	0.1474	34.2968	0.0237	0.1288	0.5067	0.2984	0.1717	0.1087	0.1474	31.3594	0.0288	64.0	100.0		0.01	4.0	0.0001				0.1										0.05	2.0	0.2
xsimgcl					0.0593	0.3546	0.1589	0.0959	0.05	0.0989	58.2659	0.0098	0.1135	0.5048	0.2769	0.1503	0.086	0.1084	54.455	0.0134	64.0	100.0		0.01	4.0	0.0001				0.1										0.05	2.0	0.05
